index,hma_diff
3044,0.47351737
3045,0.493875211
3046,0.507500238
3047,0.539737228
3048,0.539887644
3049,0.564158555
3050,0.564023854
3051,0.427601473
3052,0.340487963
3053,0.307906736
3054,0.340113793
3055,0.430675654
3056,0.538515937
3057,0.598405587
3058,0.615170648
3059,0.620581146
3060,0.58379799
3061,0.538824253
3062,0.548055775
3063,0.552045924
3064,0.555785379
3065,0.53884371
3066,0.497208318
3067,0.462318462
3068,0.491785846
3069,0.547151781
3070,0.577658609
3071,0.495543261
3072,0.418160416
3073,0.388884607
3074,0.40401679
3075,0.469914861
3076,0.449039169
3077,0.488583699
3078,0.619897163
3079,0.801833583
3080,0.812501918
3081,0.774516928
3082,0.67103348
3083,0.56183496
3084,0.45289761
3085,0.424887992
3086,0.490818991
3087,0.466282419
3088,0.476737477
3089,0.47335049
3090,0.525244127
3091,0.561963674
3092,0.584965401
3093,0.574863559
3094,0.570352565
3095,0.538331845
3096,0.567954884
3097,0.530766128
3098,0.526652503
3099,0.598073324
3100,0.620719589
3101,0.586500994
3102,0.496973339
3103,0.333185661
3104,0.022975535
3105,0
3106,0.157990868
3107,0.392521365
3108,0.600834355
3109,0.708149885
3110,0.697832738
3111,0.640049038
3112,0.599933905
3113,0.588384414
3114,0.58719187
3115,0.574540803
3116,0.550381465
3117,0.502271023
3118,0.487910737
3119,0.485637226
3120,0.394268252
3121,0.37782421
3122,0.414188298
3123,0.451762699
3124,0.503674644
3125,0.545297159
3126,0.637941119
3127,0.734812999
3128,0.678938223
3129,0.622728
3130,0.517929748
3131,0.42704902
3132,0.411465629
3133,0.487462289
3134,0.533897625
3135,0.545718601
3136,0.51635556
3137,0.516165094
3138,0.519863547
3139,0.520903292
3140,0.532661727
3141,0.582047155
3142,0.618937157
3143,0.629709148
3144,0.608329336
3145,0.623379706
3146,0.668309081
3147,0.762328945
3148,0.771646145
3149,0.709344562
3150,0.653006414
3151,0.543982375
3152,0.456038946
3153,0.474573139
3154,0.482914557
3155,0.544157916
3156,0.555562426
3157,0.569074854
3158,0.566131159
3159,0.638548763
3160,0.622599364
3161,0.606526305
3162,0.581046497
3163,0.491995096
3164,0.423351989
3165,0.404257769
3166,0.402900343
3167,0.415628165
3168,0.559628307
3169,0.538777961
3170,0.521117211
3171,0.424176394
3172,0.468036885
3173,0.480046195
3174,0.485970542
3175,0.377969191
3176,0.357055594
3177,0.377811417
3178,0.463524688
3179,0.491929712
3180,0.517995842
3181,0.506543006
3182,0.451942505
3183,0.440803084
3184,0.423241831
3185,0.461429561
3186,0.533300641
3187,0.62754011
3188,0.6640904
3189,0.617063767
3190,0.587320505
3191,0.581143152
3192,0.521917453
3193,0.606220706
3194,0.628240854
3195,0.604645808
3196,0.611816001
3197,0.605023897
3198,0.582784144
3199,0.605178118
3200,0.623771299
3201,0.550353748
3202,0.645560471
3203,0.725745962
3204,0.732821634
3205,0.705157863
3206,0.652963062
3207,0.740932075
3208,0.619711103
3209,0.570372581
3210,0.542010198
3211,0.588325427
3212,0.545883482
3213,0.522350266
3214,0.506643924
3215,0.543338486
3216,0.601569923
3217,0.624027859
3218,0.57023755
3219,0.39366274
3220,0.333814473
3221,0.264523924
3222,0.232760158
3223,0.291777624
3224,0.412049109
3225,0.592043779
3226,0.659642876
3227,0.63648846
3228,0.563367269
3229,0.553684772
3230,0.493510296
3231,0.461578807
3232,0.476931223
3233,0.518849386
3234,0.52032763
3235,0.559553684
3236,0.648424569
3237,0.680555763
3238,0.673212871
3239,0.640476165
3240,0.669208109
3241,0.538923654
3242,0.51208642
3243,0.542017305
3244,0.592992555
3245,0.587248725
3246,0.592466642
3247,0.5515335
3248,0.468575591
3249,0.469142725
3250,0.471936464
3251,0.481552156
3252,0.475440186
3253,0.707603362
3254,0.884450367
3255,0.950360855
3256,0.851145817
3257,0.666231011
3258,0.511249223
3259,0.414049002
3260,0.420811257
3261,0.456085141
3262,0.498559778
3263,0.512813461
3264,0.55688716
3265,0.614867722
3266,0.615021943
3267,0.62031235
3268,0.607210703
3269,0.531324912
3270,0.340187268
3271,0.156114635
3272,0.09070874
3273,0.199511753
3274,0.342465043
3275,0.524334524
3276,0.623730789
3277,0.621822575
3278,0.576203116
3279,0.51071407
3280,0.426449905
3281,0.435032248
3282,0.536095802
3283,0.678324183
3284,0.735637404
3285,0.720780342
3286,0.660657747
3287,0.603427678
3288,0.613848587
3289,0.594114742
3290,0.589108612
3291,0.419846135
3292,0.415061742
3293,0.340304532
3294,0.377633033
3295,0.493397296
3296,0.719633282
3297,0.721943038
3298,0.664491232
3299,0.567572446
3300,0.515285966
3301,0.505678091
3302,0.554964021
3303,0.582850239
3304,0.560239504
3305,0.520457687
3306,0.473371355
3307,0.446223549
3308,0.483965673
3309,0.492232468
3310,0.518120925
3311,0.540259048
3312,0.587573512
3313,0.615802285
3314,0.627173392
3315,0.628734787
3316,0.61192758
3317,0.645060853
3318,0.662474282
3319,0.623428033
3320,0.498323117
3321,0.468751133
3322,0.462423822
3323,0.505142938
3324,0.534556438
3325,0.571039213
3326,0.564870387
3327,0.589504468
3328,0.605626566
3329,0.625408027
3330,0.642011265
3331,0.656113569
3332,0.637006556
3333,0.561086651
3334,0.51782954
3335,0.506847183
3336,0.505947444
3337,0.536879697
3338,0.584256703
3339,0.561587691
3340,0.53006414
3341,0.548102269
3342,0.654771068
3343,0.81490681
3344,0.865419398
3345,0.82677256
3346,0.6926134
3347,0.579200114
3348,0.51690848
3349,0.488273902
3350,0.491559441
3351,0.51831068
3352,0.510387861
3353,0.51690777
3354,0.530674626
3355,0.5366473
3356,0.524206599
3357,0.522746122
3358,0.519152853
3359,0.495574152
3360,0.45926834
3361,0.468887586
3362,0.46347565
3363,0.487573157
3364,0.480652417
3365,0.501554643
3366,0.532464865
3367,0.585317769
3368,0.622003802
3369,0.665996482
3370,0.635842439
3371,0.597893502
3372,0.537989802
3373,0.529336389
3374,0.521818666
3375,0.519470533
3376,0.515788426
3377,0.495744719
3378,0.481163406
3379,0.477171437
3380,0.530643356
3381,0.563775207
3382,0.611826662
3383,0.614943766
3384,0.555993106
3385,0.530703054
3386,0.549891797
3387,0.611041345
3388,0.671685589
3389,0.745423663
3390,0.70833893
3391,0.70233925
3392,0.562237265
3393,0.445116998
3394,0.389707016
3395,0.425146492
3396,0.484274115
3397,0.517470639
3398,0.518845833
3399,0.518449265
3400,0.525280458
3401,0.535417799
3402,0.52182222
3403,0.500581703
3404,0.483161878
3405,0.507068209
3406,0.505818098
3407,0.551138354
3408,0.556472114
3409,0.57227511
3410,0.589241512
3411,0.566821243
3412,0.490298669
3413,0.450845193
3414,0.45072935
3415,0.429773111
3416,0.400310573
3417,0.423415241
3418,0.468116483
3419,0.485757333
3420,0.544105325
3421,0.604372901
3422,0.618992591
3423,0.587964394
3424,0.5558531
3425,0.490218361
3426,0.486614431
3427,0.512286125
3428,0.565996837
3429,0.570526802
3430,0.556710197
3431,0.512439635
3432,0.538358652
3433,0.487840378
3434,0.532139367
3435,0.556484907
3436,0.589069524
3437,0.682802267
3438,0.752947071
3439,0.795456532
3440,0.738935025
3441,0.642073806
3442,0.535979248
3443,0.457441146
3444,0.431949256
3445,0.467405078
3446,0.511397758
3447,0.506430716
3448,0.496714816
3449,0.495696391
3450,0.518324894
3451,0.554674058
3452,0.561943038
3453,0.549644475
3454,0.539255548
3455,0.534060373
3456,0.510552032
3457,0.600727751
3458,0.648138159
3459,0.647601585
3460,0.643819981
3461,0.61772187
3462,0.576788728
3463,0.532024945
3464,0.457491605
3465,0.432851127
3466,0.453890518
3467,0.475984578
3468,0.498457438
3469,0.507508129
3470,0.508562088
3471,0.512939964
3472,0.530375424
3473,0.540617949
3474,0.560519517
3475,0.583333511
3476,0.606286801
3477,0.591033172
3478,0.565131923
3479,0.549727626
3480,0.580542615
3481,0.705863582
3482,0.762829273
3483,0.774242311
3484,0.679644653
3485,0.581395448
3486,0.465310662
3487,0.325134765
3488,0.301239806
3489,0.42064993
3490,0.523043192
3491,0.57595082
3492,0.608452286
3493,0.632858945
3494,0.61765009
3495,0.585786827
3496,0.555570954
3497,0.543545298
3498,0.501932022
3499,0.471845495
3500,0.448816872
3501,0.478518913
3502,0.52197573
3503,0.543995167
3504,0.594756498
3505,0.559886289
3506,0.599186255
3507,0.661762877
3508,0.657257787
3509,0.587598387
3510,0.560116554
3511,0.580789226
3512,0.480203259
3513,0.41673969
3514,0.425624789
3515,0.48968534
3516,0.531759146
3517,0.569785548
3518,0.568032266
3519,0.544850843
3520,0.530727929
3521,0.526377059
3522,0.524149033
3523,0.518695876
3524,0.523141268
3525,0.544087558
3526,0.556195654
3527,0.559670949
3528,0.584253149
3529,0.647372031
3530,0.653351811
3531,0.569972461
3532,0.557857257
3533,0.546288577
3534,0.502643427
3535,0.485936428
3536,0.380605867
3537,0.390982002
3538,0.417156157
3539,0.481195388
3540,0.520329051
3541,0.592361459
3542,0.597907716
3543,0.582303715
3544,0.554111188
3545,0.568846721
3546,0.609590107
3547,0.616420589
3548,0.598968783
3549,0.580941314
3550,0.569856617
3551,0.578075796
3552,0.590763108
3553,0.585987243
3554,0.585672406
3555,0.559517439
3556,0.55098058
3557,0.493653856
3558,0.461855267
3559,0.520874865
3560,0.43787076
3561,0.577755272
3562,0.68283638
3563,0.760161328
3564,0.711382833
3565,0.679852176
3566,0.610098253
3567,0.548233037
3568,0.513760105
3569,0.491028552
3570,0.466002878
3571,0.495465416
3572,0.536526482
3573,0.557554501
3574,0.577677096
3575,0.657185296
3576,0.685326653
3577,0.647547572
3578,0.574733401
3579,0.492192669
3580,0.452110939
3581,0.449767781
3582,0.527050086
3583,0.592951335
3584,0.628847076
3585,0.57446618
3586,0.523813585
3587,0.474267541
3588,0.487856724
3589,0.515927012
3590,0.550218716
3591,0.571143685
3592,0.593053675
3593,0.5786742
3594,0.557376828
3595,0.539089245
3596,0.547084555
3597,0.54224757
3598,0.538353677
3599,0.561405042
3600,0.514777109
3601,0.465833733
3602,0.36974646
3603,0.328375531
3604,0.337108541
3605,0.407574578
3606,0.49298154
3607,0.582627081
3608,0.627338983
3609,0.6329357
3610,0.58646554
3611,0.549196738
3612,0.577094327
3613,0.599427891
3614,0.581794147
3615,0.55438978
3616,0.523488087
3617,0.518609172
3618,0.499107723
3619,0.506645346
3620,0.534664464
3621,0.557536023
3622,0.562960752
3623,0.556260327
3624,0.53985111
3625,0.588518025
3626,0.583602864
3627,0.570961036
3628,0.535629586
3629,0.544997957
3630,0.530993728
3631,0.532109518
3632,0.460365652
3633,0.446764387
3634,0.464551641
3635,0.440356058
3636,0.461877299
3637,0.470585434
3638,0.499358599
3639,0.539315246
3640,0.56433026
3641,0.552829096
3642,0.535543592
3643,0.551126983
3644,0.56155571
3645,0.553061493
3646,0.543432297
3647,0.542976743
3648,0.533515271
3649,0.425904092
3650,0.381702468
3651,0.363667893
3652,0.399222501
3653,0.432746655
3654,0.545110957
3655,0.591825596
3656,0.540020255
3657,0.549390757
3658,0.579076453
3659,0.561767496
3660,0.54016879
3661,0.529860882
3662,0.50336336
3663,0.495242969
3664,0.51344811
3665,0.546471226
3666,0.581325089
3667,0.597492671
3668,0.562099391
3669,0.527871649
3670,0.524551285
3671,0.502291633
3672,0.480144271
3673,0.470918039
3674,0.493269371
3675,0.552482988
3676,0.587363147
3677,0.591952099
3678,0.580541904
3679,0.513906508
3680,0.447946272
3681,0.421082032
3682,0.444939324
3683,0.472635076
3684,0.494123625
3685,0.529595793
3686,0.567718139
3687,0.510412025
3688,0.473460903
3689,0.450777677
3690,0.469075209
3691,0.52182222
3692,0.577774461
3693,0.599155695
3694,0.591537765
3695,0.541173001
3696,0.480032692
3697,0.47491143
3698,0.488116127
3699,0.492047688
3700,0.516854468
3701,0.522957198
3702,0.502507684
3703,0.44252865
3704,0.500277526
3705,0.529615692
3706,0.578114884
3707,0.547587726
3708,0.53361619
3709,0.519550131
3710,0.535221648
3711,0.542710943
3712,0.500419665
3713,0.486649255
3714,0.496429117
3715,0.521471137
3716,0.551999716
3717,0.572470551
3718,0.543053498
3719,0.495456177
3720,0.543971714
3721,0.625668141
3722,0.790644422
3723,0.825536663
3724,0.781987456
3725,0.557726489
3726,0.303976689
3727,0.218310325
3728,0.230699856
3729,0.257463888
3730,0.326523462
3731,0.449838139
3732,0.511088606
3733,0.574233072
3734,0.594801983
3735,0.60615319
3736,0.586337615
3737,0.586367464
3738,0.600016346
3739,0.600763996
3740,0.595215607
3741,0.619360731
3742,0.603303307
3743,0.617394951
3744,0.632115559
3745,0.632655686
3746,0.61745536
3747,0.540141783
3748,0.475952597
3749,0.440864915
3750,0.457448963
3751,0.508403603
3752,0.512539843
3753,0.554069968
3754,0.579991827
3755,0.605831246
3756,0.638528863
3757,0.662480678
3758,0.634104792
3759,0.585906935
3760,0.530553098
3761,0.493643196
3762,0.466950234
3763,0.467786721
3764,0.478761971
3765,0.489849511
3766,0.533468365
3767,0.559046248
3768,0.589735444
3769,0.56665494
3770,0.564820639
3771,0.554794165
3772,0.521159853
3773,0.476108949
3774,0.373619032
3775,0.361069595
3776,0.416408507
3777,0.399092444
3778,0.393402626
3779,0.364549864
3780,0.37207114
3781,0.411144395
3782,0.465475543
3783,0.522684292
3784,0.592541265
3785,0.601415703
3786,0.634892952
3787,0.658752376
3788,0.658238544
3789,0.610487003
3790,0.549272782
3791,0.484431178
3792,0.4671208
3793,0.442261429
3794,0.407337207
3795,0.310736101
3796,0.330990885
3797,0.402945827
3798,0.456896754
3799,0.357753496
3800,0.348007747
3801,0.297495158
3802,0.370835954
3803,0.458833396
3804,0.506407974
3805,0.52716664
3806,0.533508875
3807,0.387533714
3808,0.394023773
3809,0.402923085
3810,0.481215287
3811,0.529895706
3812,0.580868113
3813,0.567310911
3814,0.443421992
3815,0.415923103
3816,0.471351563
3817,0.543090454
3818,0.646990388
3819,0.743884299
3820,0.710588277
3821,0.680346819
3822,0.691403088
3823,0.707110851
3824,0.54701775
3825,0.490106782
3826,0.418706892
3827,0.363115683
3828,0.354863813
3829,0.570150134
3830,0.720373825
3831,0.742708811
3832,0.686643569
3833,0.581956896
3834,0.488757884
3835,0.51247517
3836,0.566136844
3837,0.613993568
3838,0.60793419
3839,0.544917648
3840,0.497192403
3841,0.358219711
3842,0.369801183
3843,0.425860739
3844,0.544259546
3845,0.650320701
3846,0.692281506
3847,0.732118757
3848,0.672258408
3849,0.605637226
3850,0.59722545
3851,0.609570918
3852,0.586341169
3853,0.53609438
3854,0.477993
3855,0.453900467
3856,0.471945703
3857,0.504473464
3858,0.554960468
3859,0.532538067
3860,0.488922055
3861,0.443203809
3862,0.459127623
3863,0.467316241
3864,0.490231864
3865,0.56813887
3866,0.618505766
3867,0.673348613
3868,0.724122737
3869,0.744042784
3870,0.65771192
3871,0.546646057
3872,0.447024501
3873,0.477268802
3874,0.526902972
3875,0.631278361
3876,0.675276016
3877,0.672059414
3878,0.623776273
3879,0.557147984
3880,0.51721479
3881,0.510411314
3882,0.506998561
3883,0.48083933
3884,0.489963222
3885,0.501253309
3886,0.494706394
3887,0.515919194
3888,0.546891246
3889,0.639338344
3890,0.681434181
3891,0.731007231
3892,0.727416804
3893,0.655833555
3894,0.533622586
3895,0.654446991
3896,0.655808681
3897,0.651601372
3898,0.621521952
3899,0.632283283
3900,0.601335394
3901,0.576168292
3902,0.534993515
3903,0.522778104
3904,0.491635485
3905,0.512503598
3906,0.475681112
3907,0.464432244
3908,0.480933141
3909,0.534044738
3910,0.561736937
3911,0.574141393
3912,0.534265764
3913,0.436547448
3914,0.392491516
3915,0.435175097
3916,0.494961534
3917,0.528700318
3918,0.536245758
3919,0.602704902
3920,0.556169358
3921,0.519140771
3922,0.522704191
3923,0.523838459
3924,0.534661621
3925,0.555032248
3926,0.557268092
3927,0.340149601
3928,0.303651902
3929,0.304664641
3930,0.399697244
3931,0.423786223
3932,0.502110406
3933,0.539637901
3934,0.563133451
3935,0.552797115
3936,0.606543361
3937,0.616132047
3938,0.565173854
3939,0.525266244
3940,0.514554661
3941,0.497661461
3942,0.467920331
3943,0.41888883
3944,0.432267647
3945,0.507034806
3946,0.571513246
3947,0.625095322
3948,0.668680063
3949,0.696402111
3950,0.669226587
3951,0.605258426
3952,0.426324112
3953,0.372946716
3954,0.406539808
3955,0.486756569
3956,0.504669616
3957,0.51900716
3958,0.519383117
3959,0.531634064
3960,0.565010394
3961,0.657227227
3962,0.675746495
3963,0.740080664
3964,0.695471101
3965,0.64912247
3966,0.60152515
3967,0.524158272
3968,0.526256241
3969,0.515821829
3970,0.485495798
3971,0.471122008
3972,0.502834604
3973,0.502259652
3974,0.560639625
3975,0.598165698
3976,0.593634312
3977,0.592214345
3978,0.597530338
3979,0.585690884
3980,0.570675337
3981,0.564676368
3982,0.555339978
3983,0.516036459
3984,0.493966562
3985,0.450128813
3986,0.454206776
3987,0.481634597
3988,0.492081801
3989,0.478083969
3990,0.516841675
3991,0.566615852
3992,0.618834817
3993,0.685814189
3994,0.729075565
3995,0.761542917
3996,0.554074943
3997,0.284643676
3998,0.126885205
3999,0.175945845
4000,0.29915534
4001,0.445068671
4002,0.516276673
4003,0.581013805
4004,0.533828687
4005,0.51844429
4006,0.505568644
4007,0.557670345
4008,0.580326564
4009,0.536060978
4010,0.494281399
4011,0.403048167
4012,0.307607626
4013,0.36870245
4014,0.35284402
4015,0.403964963
4016,0.548572038
4017,0.619348649
4018,0.719837962
4019,0.6625752
4020,0.622965371
4021,0.573465522
4022,0.539785726
4023,0.49670842
4024,0.538637244
4025,0.605568289
4026,0.684230762
4027,0.681419256
4028,0.66650605
4029,0.609219125
4030,0.531890624
4031,0.443082281
4032,0.485593874
4033,0.51065224
4034,0.58382389
4035,0.54166409
4036,0.441916742
4037,0.347932413
4038,0.417529982
4039,0.55240339
4040,0.665344065
4041,0.698425457
4042,0.592005401
4043,0.5549626
4044,0.459543379
4045,0.539080006
4046,0.544029991
4047,0.595738678
4048,0.647060747
4049,0.623182844
4050,0.401331841
4051,0.327757227
4052,0.319351847
